description,homeTown,id,imgId,isVerified,memberSince,name,numFollowers,numStatus
"Wife, Mother, Meemaw, & CEO of my household 😁 My passions: Family, Animals 🐶 Flowers and Gardening 🌺 Dallas Cowboys 💙⭐️  Longhorns 🤘🏼 Positive Motivation","Texas, USA",885708677935529984,1008174773426323456,False,Fri Jul 14 03:52:59 +0000 2017,Tx Girl 19,479,7088
love to have a great time,Sydney ,748075774893162496,1008174773426323456,False,Wed Jun 29 08:48:58 +0000 2016,Dave Burton,218,4605
21.1,,912342686408966144,1009208713045893120,False,Mon Sep 25 15:47:01 +0000 2017,🌼🌼🌼,34,20317
,,882234701485756417,1008174773426323456,False,Tue Jul 04 13:48:38 +0000 2017,ヨリ,188,296
"Astronomer, Physicist/Cosmologist. Faith, Hope, and Love, Today, Tomorrow, and Always. U.S. Army Veteran. Retired Trauma Nurse.","Jasper, AL",3366082289,1008174773426323456,False,Wed Jul 08 15:18:41 +0000 2015,Dr. Tweet,15079,88217
Casual in every manner I stream hitting all the buttons Take Your Heart (💔) Icon by @BuxbiArts,Online,42873277,1009199238650171393,False,Wed May 27 12:44:39 +0000 2009,24時間 Ghosterella,605,117221
"Just a Beard doing Beard things.  I enjoy furry art and video games and board games, just to name a few!

Pansexual female identifying pref; he/him; cis male","Portland, OR",2356781732,1009199238650171393,False,Sat Feb 22 19:03:38 +0000 2014,❤️💛💙 The Beard @ MFF,155,14568
,,954293784,1008174773426323456,False,Sat Nov 17 20:50:19 +0000 2012,blueturismo,721,22669
"If you don't mind me asking you, could you follow me. NOTICE. If you remove me, I will also remove you.  食卓に笑いと健康を！無言フォロー失礼します！ 相互フォロー後は、こちら側から先にリムーブしません。","Kurashiki Okayama pref, Japan",2493766128,1008174773426323456,False,Wed May 14 05:20:33 +0000 2014,スイート藤原@相互フォロー,7193,7482
"Traveling to Maldives? Looking for place to stay, attractions to see, tours to take? We have all that and you can plan your trip and create your own Guided Tour",Maldives,783447854002024449,1009210591045537793,False,Tue Oct 04 23:24:58 +0000 2016,Maldives Hotels,257,7025
Oaxaqueña al servicio de los pueblos indigenas y pequeños productores de México,,1500045830,1008174773426323456,False,Tue Jun 11 02:20:52 +0000 2013,Mirna Y. Aragón Sánc,545,20484
,,897318501605548034,1008174773426323456,False,Tue Aug 15 04:46:16 +0000 2017,Shailesh shelar,69,2928
"I'm all about Science, Beaches, and NASA/NOAA/ESA Space and Climate Research, having been raised by Scientists on the oceanfront near Kennedy Space Center",,603963962,1008174773426323456,False,Sat Jun 09 22:12:24 +0000 2012,@tampanancy9,2521,31324
Your friendly neighborhood しろ https://t.co/ghfOx4EZWR —— https://t.co/kRxw96VzUB,nog,839364638529597440,1009199238650171393,False,Wed Mar 08 06:38:19 +0000 2017,M A N U A L @ Japan 🇯🇵,72,12850
,,2373348447,1009199238650171393,False,Sat Mar 01 15:28:50 +0000 2014,mrlpepe123🌐,71,285
"Mis amores: Dios, mi flaca, mi familia 💕 Mis pasiones: el café, los libros, dormir, el fútbol, las mariposas, los delfines, la naturaleza, mi país ©®🌼🌼🌼",Costa Rica,737094374014652420,1008174773426323456,False,Mon May 30 01:32:48 +0000 2016,🌻🌼CAROL🌼🌻,796,14892
,,2265469721,1008174773426323456,False,Mon Jan 06 16:27:03 +0000 2014,nouvalie,164,4654
News and commentary from behind the scenes of the Fox 61 evening news.,"Hartford, Connecticut",407439896,1008174773426323456,False,Tue Nov 08 02:40:55 +0000 2011,Fox Editor,1697,23581
"tall, fair, cute kiddy looks,jovial , philosophical.",nigeria,313311468,1008174773426323456,False,Wed Jun 08 13:25:57 +0000 2011,Chet,126,2187
21.1,,912342686408966144,1009194185369370624,False,Mon Sep 25 15:47:01 +0000 2017,🌼🌼🌼,34,20317
"Si non oscillas, noli tintinnare!  Changing now more than ever. (she/her) Same name on TG. | 🔞➡@momdogAD","Portland, OR",26813241,1009199238650171393,False,Thu Mar 26 18:32:07 +0000 2009,"Ellie, PNW shepherd mom",407,82343
#translivesmatter #blacklivesmatter #lbgtqlivesmatter Shitposting social justice nerd. He/Him/Himself,,611990428,1009199238650171393,False,Mon Jun 18 20:50:05 +0000 2012,Furry Jesus,1241,63626
~It's all but a dream away ~,,2848231906,1008174773426323456,False,Tue Oct 28 13:45:17 +0000 2014,The Reverend,907,149482
,"Новороссийск, Россия",761658226656022528,1008174773426323456,False,Fri Aug 05 20:20:46 +0000 2016,СветаМира,164,19849
"「黒猫のウィズ」が大好きです😻同じ名前でプレイしてます😄ウィズ歴３年でレベル800👍️
「黒猫のウィズ」よりも、動物の面白萌え動画or画像のリツイートをしてます🐱",日本,4795383840,1008174773426323456,False,Thu Jan 21 22:49:07 +0000 2016,かずえ,1404,17556
😊家の家族紹介・ロングチワワのルーク君・フクロモモンガのメイちゃん・ハリネズミ🦔の親子，パパのロム君，ママのまりあちゃん，子供のめいちゃん・モルモットのアッシュ君です。よろしくです(*´꒳`*),大阪 門真市,762122448380633088,1008174773426323456,False,Sun Aug 07 03:05:26 +0000 2016,マリア,1394,11116
"I'm an smut artist trying to make my way in the world of smut by wading through smut, looking at smut, and producing my own smut.","Wales, United Kingdom",4789857693,1009199238650171393,False,Wed Jan 13 02:22:45 +0000 2016,Sab,32,2306
"a nerdy guy (whose face shall not be revealed) who loves the internet, plays videos games and loves some hot,anime chicks","Buford, GA",815999031163912192,1009199238650171393,False,Mon Jan 02 19:11:44 +0000 2017,Pozitron,61,5303
just some English guy. https://t.co/P0hd1Hwlx2 https://t.co/KqQr8h1O8q https://t.co/B3C4cv4ZkS https://t.co/BS76aPEySc,,3049542780,1009199238650171393,False,Sat Feb 28 11:55:53 +0000 2015,Jon Bliss,16510,1078
喜欢读书喜欢独处,,810192642663292928,1008174773426323456,False,Sat Dec 17 18:39:13 +0000 2016,石秀,3512,62181
21.1,,912342686408966144,1009196351777792001,False,Mon Sep 25 15:47:01 +0000 2017,🌼🌼🌼,34,20317
21.1,,912342686408966144,1009173988910592000,False,Mon Sep 25 15:47:01 +0000 2017,🌼🌼🌼,34,20317
21.1,,912342686408966144,1001755377698914304,False,Mon Sep 25 15:47:01 +0000 2017,🌼🌼🌼,34,20317
21.1,,912342686408966144,1008869139618779137,False,Mon Sep 25 15:47:01 +0000 2017,🌼🌼🌼,34,20317
21.1,,912342686408966144,1008839297955332096,False,Mon Sep 25 15:47:01 +0000 2017,🌼🌼🌼,34,20317
21.1,,912342686408966144,1008969711592194048,False,Mon Sep 25 15:47:01 +0000 2017,🌼🌼🌼,34,20317
21.1,,912342686408966144,1009012942392586240,False,Mon Sep 25 15:47:01 +0000 2017,🌼🌼🌼,34,20317
株式会社アルゴを経営しています。人材紹介事業を行っています。医療系人材に特化して企業と人材の橋渡しを行っています。医療系人材は人手不足で困っていますので皆様のお力をお借り出来れば幸いに存じます,東京都 港区芝,388751342,1008174773426323456,False,Tue Oct 11 08:49:15 +0000 2011,argo　アルゴ,2259,43355
,Brasília - Brasil,36311611,1008174773426323456,False,Wed Apr 29 07:31:04 +0000 2009,elmiro anselmo,13967,193140
Je suis passionné d'art sur pierre et verre en particulier avec une certaine expérience prête au partage. Coté nature j'ai la notion du ''vivre simple'',France,842699234638028801,1008174773426323456,False,Fri Mar 17 11:28:48 +0000 2017,Savy Alex,2651,10251
I'm Indian Railways. My job is me.,"Srinagar, Kashmir, INDIA",1007917859870146561,1008174773426323456,False,Sat Jun 16 09:28:38 +0000 2018,Maneesh Thakur,11,301
You will learn at your expense along the way you will meet every day millions of masks and few faces - L.Pirandello,,2229722131,1008174773426323456,False,Wed Dec 04 11:02:11 +0000 2013,Paula™🐾,808,124999
"""You have enemies?Good.That means you’ve stood up for something sometime in your life"". ""Id rather be hated for who i am than loved for who i am not""","Los Angeles, CA",2856502861,1008174773426323456,False,Wed Oct 15 08:22:51 +0000 2014,marixapanda,5036,13002
,"Drexel Hill, PA",810698422198083584,1008174773426323456,False,Mon Dec 19 04:09:00 +0000 2016,Dark coffee,417,2814
"Handcrafting elegant and stylish necklaces, bracelets and earrings.","Bainbridge, GA",271959412,1008174773426323456,False,Fri Mar 25 14:39:39 +0000 2011,Alicia Richardson,365,860
CRIMINOLOGO. MANDATARIO JUDICIAL. CATOLICO PROTESTANTE.SUEÑO UN PUEBLO FEDERAL SIN DIVISIONES ODIOS NI RESENTIMIENTOS,BS.AS.ARGENTINA,908444820,1008174773426323456,False,Sat Oct 27 16:31:45 +0000 2012,Rodolfo Ayala,12908,156805
"We go there. Get the latest Philadelphia news, sports and weather. https://t.co/n7Tl8bmB1s","Philadelphia, PA",14787713,1009168606968647686,True,Thu May 15 15:51:17 +0000 2008,FOX 29,598828,241382
"Sometimes the majority only means that all the fools are on the same side. News, politics, free speech, censorship, freedom, equality & human rights.",,302039432,1008174773426323456,False,Fri May 20 14:03:16 +0000 2011,Determination,897,203077
"Lover of:Netflix, Wpg Jets, reading urban fiction. Not here for a relationship. My favourite Movies , music , books, give me a buzz.Avi from fav books.",Canada ,734462576340271104,1008174773426323456,False,Sun May 22 19:14:58 +0000 2016,Coffeeguy,2541,58186
ŻOŁNIERZE WYKLĘCI ŻYCIEM I ŚMIERCIĄ PRZERASTALI SWOICH KATÓW!!!,WLKP,1275710185,1008174773426323456,False,Sun Mar 17 18:41:36 +0000 2013,Łukasz Mielech,169,11077
23✨,"H O U S T O N, T X",1344763441,1008174773426323456,False,Thu Apr 11 16:26:38 +0000 2013,شفق قطبی🥀,431,5519
"I am a self taught photographer from Fort Wayne, Indiana.  I mainly concentrate on wildlife and nature, but will take pictures of anything that catches my eye.","Fort Wayne, Indiana  US",2956193787,1006194225531244545,False,Fri Jan 02 07:41:46 +0000 2015,Judy Whitton,6371,133325
🇯🇵バネと申します 洋ゲー/ホラー/SF/女の子が好き/ロック 物作りと落書きが趣味 🇬🇧I'm Bane game/horror/SF/I like girls/rock I sometimes draw girls🍕🐻🐰🐤🦊🍕避難垢☞☞(@bane_shelter)☜☜Shelter,Fazbear entertainment,864272825590235136,863126355923279872,False,Tue May 16 00:14:33 +0000 2017,バネ,301,64957
わーい！このアカウントはけものフレンズ(Kemono Friends)から選りすぐりの台詞を英語で紹介するファンbotだよ！つぶやき数は462！語注の◎は高校レベルで、○は大学レベルだよ！1時間に一回つぶやくよ！,本当の愛はここにある,857542537094901761,863126355923279872,False,Thu Apr 27 10:30:48 +0000 2017,フレンズと学ぶ英語bot,11304,7332
Since 2013 promoting millions of articles in World Topics. We apply machine learning processes to provide you the best content about our World!,Venezuela,1063076700,1001780386089848833,False,Sat Jan 05 14:11:33 +0000 2013,🌎 semanticearth.com,21373,786973
We’re constantly tweeting links to freshest art the internet has to offer—follow us to find some of the best upcoming #Artists.,"New York, NY",4786471108,1006453133864681473,False,Tue Jan 12 17:59:32 +0000 2016,Zesty Art,8761,28567
Photography Music Travel Art,"Kitchener, Ontario",772603792433016833,1006194225531244545,False,Mon Sep 05 01:14:33 +0000 2016,Maria Keady,2401,24407
my vision thru the lens #photography #landscape #fineART #outdoor #architectures #seascape,"San Francisco, CA",2840869542,1006194225531244545,False,Sun Oct 05 06:40:34 +0000 2014,jonathan nguyen,18816,143925
"I am a fine art photographer and digital artist. I enjoy creating work in several media including photography, drawing, painting, photomontage and digital art.",New England,484291819,1006194225531244545,False,Sun Feb 05 23:15:49 +0000 2012,David Gordon,2483,12726
"I am a self taught photographer from Fort Wayne, Indiana.  I mainly concentrate on wildlife and nature, but will take pictures of anything that catches my eye.","Fort Wayne, Indiana  US",2956193787,1006194225531244545,False,Fri Jan 02 07:41:46 +0000 2015,Judy Whitton,6371,133325
"I am a self taught photographer from Fort Wayne, Indiana.  I mainly concentrate on wildlife and nature, but will take pictures of anything that catches my eye.","Fort Wayne, Indiana  US",2956193787,1004144438782947329,False,Fri Jan 02 07:41:46 +0000 2015,Judy Whitton,6371,133325
ชั้นไม่ได้หยิ่ง ละก็ไม่ได้เป็นคนเงียบๆด้วย จัมม!!,dm 24/7,1005732307116756994,1008544935207788544,False,Sun Jun 10 08:44:02 +0000 2018,ชีต้าร์,4,144
ชั้นไม่ได้หยิ่ง ละก็ไม่ได้เป็นคนเงียบๆด้วย จัมม!!,dm 24/7,1005732307116756994,1008608729468579841,False,Sun Jun 10 08:44:02 +0000 2018,ชีต้าร์,4,144
Lochlan-Cosplayer-Voice Actress-Model,"Denver, CO",1107747439,1009228956745195522,False,Mon Jan 21 01:20:56 +0000 2013,Lochlan O'Neil,1124,10334
,,891396659162357761,1007476556283850752,False,Sat Jul 29 20:34:59 +0000 2017,JaimeGQuinonesS,51,1413
Wrestling The Way You Remember It Can Be Found Here. The Territories Live On Here. I spend $150 a yr for these clippings. please credit me if you wanna use them,Parts Unknown,3259086136,1009228312953147397,False,Sat May 16 03:07:05 +0000 2015,Wrestling The Way You Remember It!,8014,56808
Host of Exile on Badstreet & @BTSheetsPod Podcasts that can be found at https://t.co/yHEGm6f4d2,Georgia,22544456,1009228312953147397,False,Mon Mar 02 22:21:55 +0000 2009,Kris Zellner,4050,121342
,,950935027449257984,1009227399689453568,False,Wed Jan 10 03:39:12 +0000 2018,Krystal,2812,189203
"Síganme los buenos!!! Y los malos también no hay pex
Cinéfilo Hispanohablante pero sobre todo VATO QUE TE VALORA 😉",Perdido por el mundo,763173546168156161,1009226660552429568,False,Wed Aug 10 00:42:07 +0000 2016,Writer in the dark,797,10830
whs ‘19 |1616| ig: aralin.alva sc: aero111,,2612165646,1009092495878316032,False,Tue Jul 08 19:12:42 +0000 2014,alva ⚡️,122,3855
Hayes Grier is mine all mine and mine only #Cayesforever #Takenbymybaby 😍😚😘💏👫💍💍 TOP GRIER my idols @Dance10Jenna_ and Val 💕💙,I love you Hayes 😍😘,737770836216696832,1007991445725343749,False,Tue May 31 22:20:49 +0000 2016,Cass Grier,1495,3166
Cowboy hat enthusiast,"Manchester, England",586684672,1009223787320049665,False,Mon May 21 16:38:55 +0000 2012,Cowboy Benbop,354,4476
,Non-Dating ,872205403605540865,1007991445725343749,False,Tue Jun 06 21:35:47 +0000 2017,Scott Reed,400,1890
"dm us anything you’d like to say anonymously, we also do matchups and promo",worldwide,4416014543,1007991445725343749,False,Tue Dec 08 13:18:01 +0000 2015,anonymous,16032,3532
Flower child | BSc Biochemistry & BMedSc (Hons) Medical Biochemistry - UCT | Lover of things,Cape Town ✈ Harare,124195316,986413757789241344,False,Thu Mar 18 15:33:40 +0000 2010,Big Tasty 😋,963,42302
PSU Alumna '16 🇭🇹,"Philadelphia, PA",276148059,1009163054574178305,False,Sat Apr 02 19:12:35 +0000 2011,Cheetah Del Rey,440,69523
Never stop following your dreams! shop& follow 📸: Culture.Freak.Apparel 👍🏽:Culture Freak Apparel,EGYPT ,237456208,1008809822936956928,False,Wed Jan 12 21:59:41 +0000 2011,ThatCHEETAHpaciso🎨,327,5236
#UK19,,57166825,1008835081211924480,False,Wed Jul 15 23:04:46 +0000 2009,Cheetey 🌻,1660,107992
#UK19,,57166825,1008916945054232576,False,Wed Jul 15 23:04:46 +0000 2009,Cheetey 🌻,1660,107992
"Me, my dog and my camera usually found out and about the local area. Collector of autoimmune diseases! Married to a hard working Farm Foreman",North Lincolnshire,3026394125,1008800366891274240,False,Mon Feb 09 12:34:09 +0000 2015,Tracy Marsden,404,3037
Daily news from the Florida theme parks,UK,15883521,1008004030113763330,False,Sun Aug 17 17:41:07 +0000 2008,DoingFlorida,453,3994
,,929512662039482368,1007305871376965632,False,Sun Nov 12 00:54:22 +0000 2017,Simon Janevic,8,296
"Wash, Dry and Fold Laundry Service 754-229-1013 #LovesLaundry","Orlando, FL",273187070,1006884417124487168,False,Mon Mar 28 00:46:19 +0000 2011,SheLovesToDoLaundry,119,5357
"The official Walt Disney World, Disneyland and Disney news Twitter of https://t.co/ma73gtFDUz","Orlando, FL",36251026,1006788435951144962,False,Wed Apr 29 01:56:44 +0000 2009,LaughingPlace.com,22695,46604
#SoloAStarWarsStory is coming to theaters in 9 days! あと9日で #ハンソロ #スターウォーズ ストーリーが公開されます！👨🏻🌌🐻👩🏻👨🏾 #HanSolo⁠ #Chewbacca⁠ #Lando⁠ #QiRa⁠,SoloAStarWarsStory,3054693096,1006533893871341575,False,Mon Mar 02 05:07:48 +0000 2015,👨🏻Shunsuke🌌Kimura🐻,3678,294441
#SoloAStarWarsStory is coming to theaters in 9 days! あと9日で #ハンソロ #スターウォーズ ストーリーが公開されます！👨🏻🌌🐻👩🏻👨🏾 #HanSolo⁠ #Chewbacca⁠ #Lando⁠ #QiRa⁠,SoloAStarWarsStory,3054693096,1006321329904078848,False,Mon Mar 02 05:07:48 +0000 2015,👨🏻Shunsuke🌌Kimura🐻,3678,294441
we grow up way too fast,1313 Mockingbird Ln,344380905,1006533893871341575,False,Fri Jul 29 00:03:16 +0000 2011,Cara Dominique,129,3798
What don't make me fun!,"New York, USA",4894057447,1006321640379043840,False,Thu Feb 11 19:46:12 +0000 2016,Hquinn2627,219,23283
Mom👩‍👧‍👧 Hufflepuff 🐾 Dreamer ✨ Loved 💗 Instagram: https://t.co/QIv1Jzqc3j 🎡 Follow my adventures with @thedayofsteve on YouTube: https://t.co/cQQnamkwJr,In my own little corner,844383784145502208,1006533893871341575,False,Wed Mar 22 03:02:36 +0000 2017,💐 🏵 Shannon 🌼 💐,321,12101
"Director of Inside Sales-Accenture, Influencer, Freelance Writer, Disney Dad, Travel Blogger, Dad Blogger, https://t.co/kiw9d4tXhi, https://t.co/Ks0P28zhaw","Pelham, NH",21462844,1006569848162271232,False,Sat Feb 21 04:18:42 +0000 2009,Mike_Conrad,11046,22324
Saved by the One & Only.,,543777544,1006533893871341575,False,Mon Apr 02 22:21:02 +0000 2012,Victoria Eymard,313,2129
"The official Walt Disney World, Disneyland and Disney news Twitter of https://t.co/ma73gtFDUz","Orlando, FL",36251026,1006554113083990016,False,Wed Apr 29 01:56:44 +0000 2009,LaughingPlace.com,22695,46604
Mother. Wife. Business owner. Brand builder. Inspiring Event and Wedding Coordinator. a WOMAN with many hats! 💕👗,216 . 757 . 719 . 808 .,127002708,1006533893871341575,False,Sat Mar 27 18:20:06 +0000 2010,Brandi G,1027,99365
,,896590118089371648,1006533893871341575,False,Sun Aug 13 04:31:56 +0000 2017,Ryan Sabin,33,2773
"We keep moving forward, opening new doors, and doing new things, because we're curious and curiosity keeps leading us down new paths.","ME, MA, FL",2861925617,1006321640379043840,False,Wed Nov 05 04:51:43 +0000 2014,Jarrod Negri,161,3156
"Lover of God & country & @Whedbee & 3 adopted kids. Author, REALTOR, LMFT in TX & Magical Vacation Specialist. https://t.co/5kz5Mdp6Mu",USA,26067145,1006533893871341575,False,Mon Mar 23 19:13:25 +0000 2009,Cara Whedbee,2088,452678
,,3291603174,1006533893871341575,False,Sat Jul 25 02:44:52 +0000 2015,Robin,205,4909
|20|sc: britishstallion. i (Will) I was dead💀|,Where the creams at,92420890,1008793513188839426,False,Wed Nov 25 01:46:43 +0000 2009,The Milkman,193,3487
Learning,"Chattanooga, TN",355132749,1009093414602674176,False,Sun Aug 14 21:55:23 +0000 2011,Michael da Vinci,3068,18383
Standing Stronger Style ||BBforever||Double_B,,266968564,1006884209632268290,False,Wed Mar 16 03:27:08 +0000 2011,iam21ican☀️,61,27309
انا بدوي ياعاشقين الحضاره ،،، ومن رحمته صرنا حضارات وشعوب ،، تغريداتي في المفضله دون اقتباس ،، الخاص مهمل .,,753331852849676288,982187144570535936,False,Wed Jul 13 20:54:44 +0000 2016,Mountain,7063,280911
永遠の初心者プログラマ,花の世界『スプリングガーデン』,561594260,1009173178071937024,False,Tue Apr 24 00:40:34 +0000 2012,水月 杏香,122,8687
Protecting America’s Great Outdoors and Powering Our Future,"Washington, DC",76348185,1009230872845807618,True,Tue Sep 22 14:36:29 +0000 2009,US Department of the Interior,5283879,20163
انا بدوي ياعاشقين الحضاره ،،، ومن رحمته صرنا حضارات وشعوب ،، تغريداتي في المفضله دون اقتباس ،، الخاص مهمل .,,753331852849676288,983360423926870017,False,Wed Jul 13 20:54:44 +0000 2016,Mountain,7063,280911
"♿ Encourager. Patron saint of the allergic. Hydration enthusiast. Mom of @hydrationcat, creator of @queerenough & #MyPainDay. 💖💜💙 she/her","Pacific Northwest, USA",2870058663,1009203046402756608,False,Mon Nov 10 04:31:53 +0000 2014,🌔Bree Mae🌖,7944,88545
三度の飯よりも音楽 馬骨一年生になりました 平沢進/P-MODEL関連/白塗りV系(特に新宿ゲバルト)/陰陽座/テクノ・ロック音楽 他にも宝塚歌劇、アニメ・イラストが好き RT・ふぁぼ魔です 無言フォロー失礼します！フォローご自由に🐬,*貧しい*露西亜の*夢,916120926613159936,1008710606373834752,False,Fri Oct 06 02:00:24 +0000 2017,回たん=ぽぽ回,43,5110
Immigrant. Dogs. Neuroscience. MUFC. Country Music. Amateur Investor. Clueless Dad. Social Progressive. #AdoptDontShop #NeverAgain,"Stoneham, MA",142262528,444572328748273664,False,Mon May 10 12:02:22 +0000 2010,Harsha Radhakrishnan,504,63646
عايش حياتي بين قدر ومهابة ،،، والي يقدرني عالراس اشيله,الرياض,1001667178834419718,1009230475804729344,False,Wed May 30 03:30:40 +0000 2018,عبدالعزيز,343,470
영재 강다니엘 ♡ @GOTYJ_Ars_vita #2Jae,YoungJaebeom,603437582,1006884209632268290,False,Sat Jun 09 08:48:57 +0000 2012,ลูกหมูของยองแจ,352,31341
I GOT 7 & HOTTEST FOREVER💕 เมนหลัก พี่มาร์ค & อูยองอปป้า เหนือเมนจินยอง ตอนนี้หลงพี่บีหนักมากกก ชิป #markbam,,1550489354,1006884209632268290,False,Thu Jun 27 12:14:00 +0000 2013,MILDMYBABYBIRD,90,33421
흔한 한복덕후/채운국이야기/동양풍 잡덕/학생,,419561541,1009144681173696512,False,Wed Nov 23 14:12:31 +0000 2011,워랴워랴랴랴,564,20526
アクエリアス公式Twitterアカウントです。 #水よりアクエリ,,104120518,995182791447883776,True,Tue Jan 12 09:48:32 +0000 2010,アクエリアス,368945,2009334
🇲🇽🇺🇸☘️🏀🏈,"San Diego, CA",803835393993015296,1008085557564592128,False,Wed Nov 30 05:37:47 +0000 2016,Alberto,178,12566
👑IAM REAL BROTHER OF KATRINA KAIF👑🙏ZOLAJESUS QUEENS PALACE🙏,"Bengaluru, India",918096933838733312,980014404933582848,False,Wed Oct 11 12:52:21 +0000 2017,🙏REINGS RAO SINDHE,943,47681
"Professional geek. 30. Lots of swimbikerun. Enjoying food, politics, economics and putting the world to rights. Two-time Ironman. Better in real life.",West Hampstead,24527655,1008825992994017281,False,Sun Mar 15 14:10:11 +0000 2009,Daniel W,746,69032
"Local Philadelphia News and USA updates from A - Z, that's what you get from us.",Philadelphia,190681621,1008909206404001792,False,Tue Sep 14 15:37:43 +0000 2010,Philly Informer,135,47988
[he/him] howdy! im nathan.  i'm 25 years old and i like anime. i have a dedicated art page here: @megasongart  [NAZI PUNKS FUCK OFF] https://t.co/RXBZ46u0Dj,,550717503,1008471111263121408,False,Wed Apr 11 02:36:26 +0000 2012,"The #1 Best, Most Arrogant Veran Fan",337,47255
"JUNK / Freelance Illustrator / Comic Maker / 
Art Blog: https://t.co/ztq9QDozNb
Art Twitter: @junkworx",Washington,484604990,1008471111263121408,False,Mon Feb 06 09:09:38 +0000 2012,🎄JUNK🎄,381,13151
"A bot to bring brains of different species to your twitter stream, by @R3RT0",,728514164717723648,1008230861634965504,False,Fri May 06 09:18:06 +0000 2016,Brain Catalogue,335,3665
Purdue University Boiler Vet Camp,"West Lafayette, IN",153240472,1006595382267133952,False,Tue Jun 08 01:35:41 +0000 2010,Boiler Vet Camp,830,8109
,,3028995609,1007662291100229632,False,Tue Feb 10 23:36:37 +0000 2015,savannah shea 🌹,729,22720
,,342417642,1007662291100229632,False,Tue Jul 26 00:08:43 +0000 2011,Savannah,363,4597
"17,weird,awkward, the list could go on| XXVII",Wherever life takes me,3178257143,1007662291100229632,False,Fri Apr 17 23:38:22 +0000 2015,Savannah 🦋,896,15743
tav// Indiana Volleyball 24’,,2809652431,1007662291100229632,False,Sun Sep 14 15:01:19 +0000 2014,Savannah Kjolhede,505,745
5'2 but my attitudes 6'1,,712663776449921024,1007662291100229632,False,Wed Mar 23 15:34:19 +0000 2016,Savannah Gardner,151,698
∞,,2709863573,1007662291100229632,False,Mon Jul 14 08:41:44 +0000 2014,Savs,119,3625
Montevallo Volleyball Commit '22🏐 ~  👻: savannahroys,"Gainesville, GA",931706212000980992,1007662291100229632,False,Sat Nov 18 02:10:46 +0000 2017,Savannah Roys,24,1734
